0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2	1.253600e+03	5.995415e-02	9.459440e-04	3.641944e+00
3	5.799904e+02	4.783546e-02	5.377359e-04	2.263727e+00
4	3.230500e+02	3.152588e-02	3.125665e-04	1.388301e+00
5	2.026872e+02	1.820197e-02	1.808992e-04	8.528377e-01
6	1.382031e+02	9.375410e-03	1.034975e-04	5.268900e-01
7	1.002112e+02	4.378146e-03	5.878144e-05	3.276008e-01
8	7.611294e+01	1.942901e-03	3.364209e-05	2.056260e-01
9	5.995276e+01	9.260717e-04	1.997425e-05	1.310463e-01
10	4.862043e+01	5.540627e-04	1.283769e-05	8.606250e-02
11	4.034614e+01	4.097732e-04	9.294354e-06	5.961410e-02
12	3.415153e+01	3.191697e-04	7.649375e-06	4.475158e-02
13	2.937424e+01	2.473366e-04	6.958455e-06	3.647700e-02
14	2.558304e+01	1.882442e-04	6.698175e-06	3.170017e-02
15	2.253569e+01	1.470030e-04	6.624572e-06	2.880840e-02
16	2.006461e+01	1.253726e-04	6.612591e-06	2.686524e-02
17	1.803110e+01	1.151774e-04	6.614182e-06	2.532986e-02
18	1.633132e+01	1.095075e-04	6.609286e-06	2.388896e-02
19	1.488950e+01	1.053343e-04	6.594864e-06	2.242766e-02
20	1.365112e+01	1.015258e-04	6.572511e-06	2.092600e-02
21	1.257956e+01	9.931649e-05	6.543489e-06	1.949691e-02
22	1.164736e+01	9.972259e-05	6.509181e-06	1.822496e-02
23	1.083019e+01	1.025423e-04	6.470543e-06	1.710347e-02
24	1.010860e+01	1.073273e-04	6.428536e-06	1.611113e-02
25	9.467890e+00	1.134647e-04	6.383330e-06	1.525074e-02
26	8.896435e+00	1.204098e-04	6.335545e-06	1.451666e-02
27	8.385060e+00	1.276584e-04	6.286011e-06	1.386789e-02
28	7.925170e+00	1.348950e-04	6.235675e-06	1.326897e-02
29	7.510212e+00	1.421805e-04	6.184821e-06	1.269348e-02
30	7.131753e+00	1.495803e-04	6.133808e-06	1.212385e-02
31	6.787360e+00	1.568833e-04	6.082655e-06	1.154662e-02
32	6.472990e+00	1.639459e-04	6.031501e-06	1.095154e-02
33	6.185186e+00	1.708612e-04	5.980226e-06	1.033310e-02
34	5.920450e+00	1.777508e-04	5.928898e-06	9.694057e-03
35	5.676309e+00	1.847207e-04	5.877770e-06	9.058757e-03
36	5.450616e+00	1.918306e-04	5.826098e-06	8.444563e-03
37	5.241052e+00	1.989839e-04	5.774632e-06	7.841916e-03
38	5.046899e+00	2.061071e-04	5.723549e-06	7.240926e-03
39	4.866649e+00	2.132457e-04	5.672589e-06	6.647691e-03
40	4.698980e+00	2.204747e-04	5.621535e-06	6.070553e-03
41	4.541991e+00	2.278220e-04	5.570580e-06	5.514389e-03
42	4.394751e+00	2.352298e-04	5.519531e-06	4.974362e-03
43	4.256758e+00	2.426200e-04	5.468563e-06	4.444058e-03
44	4.127228e+00	2.499407e-04	5.417185e-06	3.918740e-03
45	4.005151e+00	2.571340e-04	5.365901e-06	3.393527e-03
46	3.890518e+00	2.641815e-04	5.314842e-06	2.866609e-03
47	3.782444e+00	2.711072e-04	5.263560e-06	2.340988e-03
48	3.680419e+00	2.779615e-04	5.212212e-06	1.820574e-03
49	3.583980e+00	2.847437e-04	5.160931e-06	1.308646e-03
50	3.492712e+00	2.915152e-04	5.109831e-06	8.079191e-04
51	3.406235e+00	2.982855e-04	5.058533e-06	3.199402e-04
52	3.324206e+00	3.050172e-04	5.007626e-06	-1.567126e-04
53	3.246312e+00	3.116785e-04	4.956516e-06	-6.240156e-04
54	3.172480e+00	3.182634e-04	4.905750e-06	-1.083627e-03
55	3.102017e+00	3.247264e-04	4.854985e-06	-1.537096e-03
56	3.034904e+00	3.310876e-04	4.804511e-06	-1.985345e-03
57	2.970924e+00	3.373078e-04	4.754201e-06	-2.428130e-03
58	2.909875e+00	3.434269e-04	4.704126e-06	-2.865074e-03
59	2.851572e+00	3.494267e-04	4.653994e-06	-3.295477e-03
60	2.795846e+00	3.553433e-04	4.604236e-06	-3.719096e-03
61	2.742539e+00	3.611586e-04	4.554562e-06	-4.135572e-03
62	2.691507e+00	3.668569e-04	4.505202e-06	-4.544934e-03
63	2.642615e+00	3.724408e-04	4.456044e-06	-4.947073e-03
64	2.595741e+00	3.778973e-04	4.407292e-06	-5.342218e-03
65	2.550915e+00	3.832304e-04	4.358685e-06	-5.730148e-03
66	2.507875e+00	3.884009e-04	4.310561e-06	-6.110973e-03
67	2.466523e+00	3.934300e-04	4.262802e-06	-6.484258e-03
68	2.426766e+00	3.983100e-04	4.215305e-06	-6.849502e-03
69	2.388781e+00	4.030475e-04	4.168106e-06	-7.206150e-03
70	2.352212e+00	4.076359e-04	4.121491e-06	-7.554108e-03
71	2.316986e+00	4.120698e-04	4.075098e-06	-7.893067e-03
72	2.283273e+00	4.163567e-04	4.029081e-06	-8.223489e-03
73	2.250757e+00	4.204803e-04	3.983577e-06	-8.545574e-03
74	2.219380e+00	4.244490e-04	3.938368e-06	-8.859857e-03
75	2.189084e+00	4.282597e-04	3.893591e-06	-9.166616e-03
76	2.159925e+00	4.319099e-04	3.849256e-06	-9.466115e-03
77	2.131638e+00	4.353978e-04	3.805376e-06	-9.758396e-03
78	2.104388e+00	4.387319e-04	3.761856e-06	-1.004341e-02
79	2.077925e+00	4.418809e-04	3.718711e-06	-1.032053e-02
80	2.052410e+00	4.448747e-04	3.676148e-06	-1.059124e-02
81	2.027704e+00	4.476935e-04	3.633974e-06	-1.085415e-02
82	2.003862e+00	4.503473e-04	3.592198e-06	-1.110866e-02
83	1.980663e+00	4.528273e-04	3.551009e-06	-1.135606e-02
84	1.958347e+00	4.551437e-04	3.510312e-06	-1.159573e-02
85	1.936699e+00	4.572801e-04	3.470106e-06	-1.182717e-02
86	1.915775e+00	4.592553e-04	3.430391e-06	-1.205075e-02
87	1.895625e+00	4.610542e-04	3.391246e-06	-1.226682e-02
88	1.875970e+00	4.626870e-04	3.352583e-06	-1.247491e-02
89	1.856952e+00	4.641399e-04	3.314400e-06	-1.267462e-02
90	1.838541e+00	4.654237e-04	3.276769e-06	-1.286787e-02
91	1.820563e+00	4.665333e-04	3.239683e-06	-1.305269e-02
92	1.803148e+00	4.674716e-04	3.203059e-06	-1.323097e-02
93	1.786129e+00	4.682418e-04	3.167036e-06	-1.340082e-02
94	1.769635e+00	4.688326e-04	3.131531e-06	-1.356408e-02
95	1.753505e+00	4.692547e-04	3.096536e-06	-1.371967e-02
96	1.737862e+00	4.695048e-04	3.062108e-06	-1.386727e-02
97	1.722621e+00	4.695865e-04	3.028236e-06	-1.400795e-02
98	1.707703e+00	4.695033e-04	2.994907e-06	-1.414138e-02
99	1.693160e+00	4.692460e-04	2.962109e-06	-1.426727e-02
100	1.679041e+00	4.688252e-04	2.929955e-06	-1.438601e-02
101	1.665209e+00	4.682382e-04	2.898304e-06	-1.449792e-02
102	1.651713e+00	4.674891e-04	2.867204e-06	-1.460216e-02
103	1.638544e+00	4.665816e-04	2.836701e-06	-1.469909e-02
